s_id,ads_formula,sub_formula,ads_AllenElectronegativity_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_GSvolume_pa_mean,ads_MendeleevNumber_mean,ads_MiracleRadius_mean,ads_MolarVolume_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Polarizability_mean,ads_VdWRadius_mean,ads_ZungerPP-r_d_mean,ads_ZungerPP-r_p_mean,interface_ads_AllenElectronegativity_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_GSvolume_pa_mean,interface_ads_MendeleevNumber_mean,interface_ads_MiracleRadius_mean,interface_ads_MolarVolume_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Polarizability_mean,interface_ads_VdWRadius_mean,interface_ads_ZungerPP-r_d_mean,interface_ads_ZungerPP-r_p_mean,sub_AllenElectronegativity_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_GSvolume_pa_mean,sub_MendeleevNumber_mean,sub_MiracleRadius_mean,sub_MolarVolume_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Polarizability_mean,sub_VdWRadius_mean,sub_ZungerPP-r_d_mean,sub_ZungerPP-r_p_mean,interface_sub_AllenElectronegativity_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_GSvolume_pa_mean,interface_sub_MendeleevNumber_mean,interface_sub_MiracleRadius_mean,interface_sub_MolarVolume_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Polarizability_mean,interface_sub_VdWRadius_mean,interface_sub_ZungerPP-r_d_mean,interface_sub_ZungerPP-r_p_mean,uninterface_sub_AllenElectronegativity_mean,uninterface_sub_AtomicRadius_mean,uninterface_sub_AtomicVolume_mean,uninterface_sub_AtomicWeight_mean,uninterface_sub_CovalentRadius_mean,uninterface_sub_DipolePolarizability_mean,uninterface_sub_ElectronAffinity_mean,uninterface_sub_Electronegativity_mean,uninterface_sub_FirstIonizationEnergy_mean,uninterface_sub_GSvolume_pa_mean,uninterface_sub_MendeleevNumber_mean,uninterface_sub_MiracleRadius_mean,uninterface_sub_MolarVolume_mean,uninterface_sub_NUnfilled_mean,uninterface_sub_NValence_mean,uninterface_sub_NdUnfilled_mean,uninterface_sub_NdValence_mean,uninterface_sub_NfUnfilled_mean,uninterface_sub_NfValence_mean,uninterface_sub_NpUnfilled_mean,uninterface_sub_NpValence_mean,uninterface_sub_NsUnfilled_mean,uninterface_sub_NsValence_mean,uninterface_sub_Polarizability_mean,uninterface_sub_VdWRadius_mean,uninterface_sub_ZungerPP-r_d_mean,uninterface_sub_ZungerPP-r_p_mean,,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,SBH_n,SBH_p,if_id,Note,spg,gap_pbe,gap_hse,ea_pbe,ea_hse,ip_pbe,ip_hse,ads_MetalUnpair,ads_NonMetalUnpair,ads_MetalMendeleev,ads_NonMetalMendeleev,interface_sub_Unpair,uninterface_sub_Unpair
c2db-918,Al2Br6,Ag,2.417,1.175,36.04447512,66.67338465,120.25,3.9875,254.075,2.6225,10.356792,26.23,89.5,,17.335,2,13.5,0,7.5,0,0,2,4,0,2,3.9875,1.8475,,0.69125,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,3.134980811,0.047303923,2.832694919,1.331491482,4.0538,4.39839947,0.035397,0.110968916,0.71,2.59,if_20,1,P-31m,3.896776653,5.067332327,3.079573017,2.701012808,6.97634967,7.768345136,1,1,73,95,1,1
c2db-943,Al2Cl6,Ag,2.555,1.0625,13742.27888,33.33513465,106.75,3.335,272.375,2.7725,11.2221645,22.493125,88.75,,15.5425,2,6,0,0,0,0,2,4,0,2,3.335,1.7725,,0.60875,2.869,1,18317.50704,35.453,102,2.18,349,3.16,12.96763,24.4975,94,,17.39,1,7,0,0,0,0,1,5,0,2,2.18,1.75,,0.51,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,3.206005384,0.012987861,3.190402336,1.52722071,5.5404,4.39839947,0.043276,0.138743089,1.27,4.09,if_21,1,P-31m,5.487420265,6.980368311,2.474234425,1.983035607,7.96165469,8.963403918,1,1,73,94,1,1
c2db-984,Al2Ge2Se2,Ag,2.010333333,1.216666667,22.15473518,59.52717953,120.3333333,5.47,118.8333333,2.056666667,7.879196,21.80166667,80.33333333,124.3333333,13.35,3.666666667,11,0,6.666666667,0,0,3.666666667,2.333333333,0,2,5.47,1.95,,0.805,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.809119098,0.003270367,2.368763143,1.060481081,0.7315,4.39839947,0.040395,0.113474366,0.05,0.54,if_22,1,P-3m1,0.616923251,1.239874162,3.753213691,3.432730526,4.370136942,4.672604688,1.5,2,76,89,1,1
c2db-985,Al2Ge2Se6,Ag,2.1758,1.19,24.17636296,67.30030772,120.2,4.79,149.3,2.254,8.6284736,23.449,83.8,121.8,14.578,3,13,0,8,0,0,3,3,0,2,4.79,1.93,,0.751,1.994,1.25,22.66097638,72.64,120,5.84,119,2.01,7.89943,23.005,79,114,13.63,4,14,0,10,0,0,4,2,0,2,5.84,2.11,0.16,0.84,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.43467343,0.045677855,1.826206856,0.75546857,1.643,4.39839947,0.099242,0.241621861,1.78,0,if_23,0,P-31m,1.645220303,2.408309086,4.242617527,3.962536352,5.88783783,6.370845438,1.5,2,76,89,1,1
c2db-986,Al2Ge2Te2,Ag,1.921666667,1.3,24.40402987,75.74051287,126.3333333,6.046666667,117.2333333,1.906666667,7.631599333,24.74944444,80.66666667,131.6666667,14.69666667,3.666666667,11,0,6.666666667,0,0,3.666666667,2.333333333,0,2,6.046666667,2.003333333,,0.875,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.613531254,0.043619293,1.733204325,0.792118858,0.9516,4.39839947,0.05777,0.150983701,-0.89,0.78,if_24,1,P-3m1,0.868500082,1.367951437,3.86538877,3.666271133,4.733888852,5.03422257,1.5,2,76,90,1,1
c2db-1055,Al2S2,Ag,2.101,1.125,21.88048516,29.5232693,113,4.85,121.25,2.095,8.172889,21.1334375,80.5,122,12.765,3.5,4.5,0,0,0,0,3.5,2.5,0,2,4.85,1.82,,0.7325,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.634906951,0.027494427,2.116956743,0.905179426,2.1024,4.39839947,0.210551,0.554782293,-0.05,1.99,if_25,1,P-6m2,2.085252661,2.880595253,4.121183069,3.865776066,6.206435729,6.746371319,1,2,73,88,1,1
c2db-1056,Al2S2Si2,Ag,2.039333333,1.116666667,21.25911601,29.04401287,112.3333333,5.076666667,125.3666667,2.03,8.165819333,20.90229167,79.66666667,118,12.53,3.666666667,4.333333333,0,0,0,0,3.666666667,2.333333333,0,2,5.076666667,1.913333333,,0.735,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.652854398,0.046567968,2.154677981,0.923450121,1.085,4.39839947,0.192552,0.51081242,0.06,-1.1,if_26,1,P-3m1,1.094205014,1.719366275,3.659284817,3.384200393,4.753489831,5.103566668,1,2,73,83,1,1
c2db-1064,Al2O6Sb2,Ag,2.8854,0.9,11164.67547,39.34794772,91.6,3.1612,113.74,2.796,11.0896616,15.071,83.8,97.6,16.054,2.8,7.2,0,2,0,0,2.8,3.2,0,2,3.1612,1.692,,0.476,1.984,1.45,30.19142344,121.76,139,6.6,103.2,2.05,8.60839,31.56,85,155,18.19,3,15,0,10,0,0,3,3,0,2,6.6,2.06,0.335,0.935,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.693053882,0.013710513,2.020385398,0.936113816,3.8871,4.39839947,0.08144,0.219322308,1.78,1.65,if_27,1,P-31m,3.90859655,5.156947114,1.413014068,1.129096193,5.321610618,6.286043307,1.75,3,83.5,85,1,1
c2db-1067,Al2Se2,Ag,2.0185,1.2,21.90161457,52.9707693,120.5,5.285,118.75,2.08,7.869079,21.2,81,129.5,13.21,3.5,9.5,0,5,0,0,3.5,2.5,0,2,5.285,1.87,,0.7875,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.748791146,0.013722724,2.296024438,1.005231135,2.0102,4.39839947,0.103515,0.284541116,0.11,1.75,if_28,1,P-6m2,1.997465295,2.7205808,3.828106645,3.592605909,5.82557194,6.31318671,1,2,73,89,1,1
c2db-1068,Al2Se2,Ag,2.0185,1.2,21.90161457,52.9707693,120.5,5.285,118.75,2.08,7.869079,21.2,81,129.5,13.21,3.5,9.5,0,5,0,0,3.5,2.5,0,2,5.285,1.87,,0.7875,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.75678804,0.011850219,2.295807381,1.017094246,2.1428,4.39839947,0.077512,0.213684155,0.08,1.44,if_29,1,P-3m1,2.137777777,2.866034547,3.654408314,3.416673992,5.792186091,6.28270854,1,2,73,89,1,1
c2db-1079,Al2Se6Si2,Ag,2.1602,1.16,23.64744322,58.38940772,118.4,4.728,152.22,2.232,8.6789236,22.936,83.6,121,14.264,3,11,0,6,0,0,3,3,0,2,4.728,1.928,,0.731,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.84378685,0.03797387,2.161907988,0.983411568,2.1537,4.39839947,0.035492,0.100931683,0.31,1.46,if_30,1,P-31m,2.144155538,2.989568418,3.823863051,3.502317343,5.968018589,6.491885761,1,2,73,86.25,1,1
c2db-1080,Al2Si2Te2,Ag,1.895666667,1.25,23.52249699,60.88901287,123.3333333,5.943333333,122.1,1.87,7.715682667,23.89444444,80.33333333,130.3333333,14.17333333,3.666666667,7.666666667,0,3.333333333,0,0,3.666666667,2.333333333,0,2,5.943333333,2,,0.841666667,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.728231563,0.018012592,1.74217084,0.817734636,1.5585,4.39839947,0.058201,0.158785805,0.28,1.01,if_31,1,P-3m1,1.506118401,2.104954051,3.405193287,3.152198153,4.911311687,5.257152204,1,2,73,84,1,1
c2db-1081,Al2Si2Te6,Ag,2.0006,1.31,27.69617368,87.57340772,129.2,5.766,149.34,1.962,8.2332496,28.242,84.2,134.2,16.688,3,11,0,6,0,0,3,3,0,2,5.766,2.024,,0.857,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.654796217,0.010098498,1.717134528,0.788507149,1.3409,4.39839947,0.018696,0.04963407,-0.2,1.2,if_32,1,P-31m,1.114525593,1.672599334,3.991834372,3.775091324,5.106359965,5.447690658,1,2,73,87,1,1
c2db-1083,Al2Te2,Ag,1.8855,1.325,25.27555662,77.2907693,129.5,6.15,116.35,1.855,7.497684,25.62166667,81.5,140.5,15.23,3.5,9.5,0,5,0,0,3.5,2.5,0,2,6.15,1.95,,0.8925,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.632903181,0.040276029,1.767558257,0.808939541,2.063,4.39839947,0.081364,0.214223534,-0.82,1.21,if_33,1,P-3m1,1.955444505,2.598095744,3.292804865,3.036032674,5.24824937,5.634128418,1,2,73,90,1,1
c2db-1086,Al2Te2,Ag,1.8855,1.325,25.27555662,77.2907693,129.5,6.15,116.35,1.855,7.497684,25.62166667,81.5,140.5,15.23,3.5,9.5,0,5,0,0,3.5,2.5,0,2,6.15,1.95,,0.8925,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.631836296,0.042299204,1.788116411,0.813102265,1.8399,4.39839947,0.033845,0.089074499,-0.56,1.12,if_34,1,P-6m2,1.74798174,2.363037678,3.524969726,3.296645201,5.272951466,5.659682879,1,2,73,90,1,1
c2db-1298,As2,Ag,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.559732783,0.031638111,1.499802559,0.699282007,1.6033,4.39839947,0.012071,0.030898534,0,0.21,if_35,1,P-3m1,1.483197543,2.018845043,3.758540436,3.537166434,5.241737979,5.556011477,-1,-1,-1,-1,1,1
c2db-1490,As2I6,Ag,2.322,1.3375,37.42513454,113.9087525,134,4.84625,240.9,2.54,10.285595,37.805,93,,22.5275,1.5,16.5,0,10,0,0,1.5,4.5,0,2,4.84625,1.9475,0.275,0.80875,2.359,1.4,42.65885747,126.90447,139,5.025,295.2,2.66,10.45126,43.015,96,,25.72,1,17,0,10,0,0,1,5,0,2,5.025,1.98,0.315,0.83,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.375578674,0.031107879,1.721699881,0.68839547,2.2394,4.39839947,0.398267,0.946114592,-0.7,1.9,if_36,1,P-31m,1.911370054,2.625028652,4.117679753,3.894624718,6.029049807,6.519653371,3,1,84,96,1,1
c2db-1499,Ir2As2Se6,Ag,,1.19,23.49978602,100.80372,124,4.644,162.8,2.406,9.602558,22.829,82.2,121,14.146,2.4,17.2,0.6,9.4,0,2.8,1.8,3,0,2,4.644,,0.2262,0.8446,2.211,1.15,21.72396574,74.9216,119,4.31,78,2.18,9.7886,22.175,84,115,12.95,3,15,0,10,0,0,3,3,0,2,4.31,1.85,0.155,0.745,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.052534275,0.038852375,1.300702091,0.600949503,0.2569,4.39839947,0.447121,0.917731177,0,0,if_37,0,P-31m,0.279631763,0.221637663,4.850490183,5.071645659,5.130121946,5.293283322,3,2.25,60,87.75,1,1
c2db-1616,Sc2As2Se6,Ag,2.1346,1.24,25.67193811,71.3515024,129.8,6.684,136.22,2.238,9.121452,24.434,72.4,126.2,15.442,3.6,13.2,1.8,8.2,0,0,1.8,3,0,2,6.684,1.932,0.183,0.857,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,1.818734598,0.000331039,0.716450542,0.440384479,0.8859,4.39839947,1.489464,2.70893971,0.76,0.31,if_38,1,P31m,0.83874404,1.298816112,4.423887178,4.213479507,5.262631217,5.512295619,1,2.25,11,87.75,1,1
c2db-1797,AsBrSe,Ag,2.44,1.15,30.48686523,77.92853333,119.6666667,3.71,199.2,2.563333333,10.45159667,25.85833333,89.33333333,,16.38333333,2,16,0,10,0,0,2,4,0,2,3.71,1.866666667,0.149333333,0.678333333,2.685,1.15,42.52782532,79.904,120,3.05,324.6,2.96,11.8138,29.48,95,,19.78,1,17,0,10,0,0,1,5,0,2,3.05,1.85,0.143,0.62,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,1.87,1.6,17.07564795,107.8682,145,6.99,125.6,1.93,7.57623,16.33,65,144,10.27,1,11,0,10,0,0,0,0,1,1,6.99,1.72,0.385,1.33,,2.609466641,0.008295264,2.458421762,0.942056347,1.2727,4.39839947,0.493091,1.286704515,-0.7,1.78,if_39,1,P3m1,1.227943333,1.839152582,4.721954825,4.50570354,5.949898158,6.344856121,3,1.5,84,92,1,1
